Date,Open,High,Low,Close,Adj Close,Volume
2022-04-21 00:00:00-04:00,254.99000549316406,255.35000610351562,242.5800018310547,243.0,228.41250610351562,1730300
2022-04-22 00:00:00-04:00,242.0,245.86000061035156,235.97999572753906,236.24000549316406,222.05831909179688,1701500
2022-04-25 00:00:00-04:00,228.3800048828125,231.5800018310547,219.6999969482422,231.13999938964844,217.26446533203125,3374300
2022-04-26 00:00:00-04:00,232.0,235.5399932861328,228.49000549316406,228.69000244140625,214.9615478515625,1701400
2022-04-27 00:00:00-04:00,230.3800048828125,233.75,223.4499969482422,231.6300048828125,217.72506713867188,1664900
2022-04-28 00:00:00-04:00,233.08999633789062,237.5,226.3699951171875,234.97999572753906,220.8739471435547,1982600
2022-04-29 00:00:00-04:00,234.99000549316406,238.5500030517578,229.50999450683594,232.47000122070312,218.51463317871094,2218400
2022-05-02 00:00:00-04:00,228.99000549316406,236.0,228.0399932861328,235.83999633789062,221.68231201171875,2214900
2022-05-03 00:00:00-04:00,236.6199951171875,244.00999450683594,235.64999389648438,243.6999969482422,229.0704803466797,2008700
2022-05-04 00:00:00-04:00,249.27000427246094,253.55999755859375,242.74000549316406,252.77999877929688,237.60540771484375,2251800
2022-05-05 00:00:00-04:00,256.94000244140625,259.8599853515625,249.72999572753906,256.4800109863281,241.0832977294922,3162900
2022-05-06 00:00:00-04:00,264.3699951171875,272.4700012207031,259.9200134277344,270.17999267578125,253.9608612060547,4255400
2022-05-09 00:00:00-04:00,264.1600036621094,265.80999755859375,243.63999938964844,244.38999938964844,229.71905517578125,3557000
2022-05-10 00:00:00-04:00,248.8300018310547,257.8999938964844,244.77000427246094,250.5399932861328,235.4998779296875,2885700
2022-05-11 00:00:00-04:00,253.75,261.3699951171875,249.24000549316406,249.72999572753906,234.73849487304688,2281700
2022-05-12 00:00:00-04:00,248.49000549316406,252.33999633789062,241.9499969482422,252.0,236.8722381591797,2197300
2022-05-13 00:00:00-04:00,256.7699890136719,263.17999267578125,256.7699890136719,261.8900146484375,246.16854858398438,2361000
2022-05-16 00:00:00-04:00,264.2300109863281,271.010009765625,264.2200012207031,268.7799987792969,252.6448974609375,1885400
2022-05-17 00:00:00-04:00,273.25,278.5899963378906,271.5,276.5299987792969,259.9296875,2053100
2022-05-18 00:00:00-04:00,279.0,279.9800109863281,266.3299865722656,271.0799865722656,254.8068389892578,2492800
